,coords_first,coords_last,full_street,street_width,bike_lane,elevation_x,elevation_y,distance,elevation_diff,steep
4784,"(40.73646434, -73.98696116)","(40.73578993, -73.9853608)",E  18 ST,30,0,10.377159840000001,9.150614156952,154.4615357543503,-1.2265456830480002,0.007940783943768702
4785,"(40.73646434, -73.98696116)","(40.73705001, -73.986535)",IRVING PL,36,0,10.377159840000001,9.607204560000001,74.4492772119416,-0.7699552799999996,0.010342011485324392
4786,"(40.73646434, -73.98696116)","(40.73587893, -73.98738719)",IRVING PL,36,0,10.377159840000001,11.202375360000001,74.41878980970927,0.8252155200000004,0.01108880596029709
4787,"(40.7365309, -73.9907524)","(40.73588819, -73.99121076)",UNION SQ W,20,0,13.37620896,12.57443256,81.32420436283839,-0.8017763999999996,0.00985901314721471
4788,"(40.73653252, -73.98895641)","(40.73659132, -73.98907933)",E  17 ST,40,0,12.34330272,12.407859356952,12.261455693890555,0.06455663695200009,0.005265005931079321
4789,"(40.73653252, -73.98895641)","(40.73712011, -73.98854006)",PARK AVE S,34,0,12.34330272,11.803806716952,74.24152724192561,-0.5394960030480007,0.0072667686548255304
4790,"(40.73653385, -74.00582871)","(40.73687749, -74.00553386)",HUDSON ST,50,1,5.986515836952001,6.1235843999999995,45.62764159704339,0.13706856304799864,0.0030040685481513138
4791,"(40.73656324, -74.00109501)","(40.73716857, -74.00146275)",GREENWICH AVE,40,0,7.546512720000001,8.081741516952,74.18137043706714,0.5352287969519995,0.0072151376255048935
4792,"(40.73656324, -74.00109501)","(40.73579732, -74.00155256)",SEVENTH AVE S,60,0,7.546512720000001,7.37993952,93.5899368557071,-0.1665732000000011,0.0017798195574895666
4793,"(40.73656324, -74.00109501)","(40.73641394, -74.0019483)",W  11 ST,28,0,7.546512720000001,7.976311196952,73.86805342666538,0.4297984769519996,0.0058184622040797955
4794,"(40.73656324, -74.00109501)","(40.73592645, -74.00072171)",GREENWICH AVE,40,0,7.546512720000001,6.889272476952001,77.56579399705619,-0.6572402430480002,0.008473325794524119
4795,"(40.73659132, -73.98907933)","(40.73601097, -73.98950694)",UNION SQ E,34,1,12.407859356952,12.541300796952001,73.99087702016796,0.13344144000000036,0.0018034850426712438
4796,"(40.73659132, -73.98907933)","(40.73713186, -73.9903307)",E  17 ST,22,1,12.407859356952,13.109569916952001,121.49804246903139,0.7017105600000004,0.00577548860656631
4797,"(40.73660268, -73.981841)","(40.73754552, -73.98408213)",E  21 ST,32,1,6.16439712,6.99522096,216.21782198112703,0.8308238399999999,0.003842531722812932
4798,"(40.73660268, -73.981841)","(40.73601974, -73.98226717)",2 AVE,58,1,6.16439712,6.068446076952,74.18381552907171,-0.09595104304800017,0.0012934228627051161
4799,"(40.73661143, -74.00531381)","(40.73596174, -74.00512616)",BLEECKER ST,28,1,6.63970224,7.433950076952001,74.0349155160046,0.7942478369520005,0.010728017063520561
4800,"(40.73661143, -74.00531381)","(40.73683836, -74.00371404)",BANK ST,26,0,6.63970224,7.733294160000001,137.28258563993367,1.0935919200000006,0.007965991570615416
4801,"(40.73663454, -73.97404011)","(40.73672847, -73.97426115)",E  25 STREET PEDESTRIAN OPAS,0,1,3.8314074847440005,2.08973928,21.37632918853045,-1.7416682047440006,0.0814764868833747
4802,"(40.73666789, -73.99734133)","(40.73786494, -74.00018309)",W  13 ST,30,0,7.9111449569520005,7.871551436952001,274.2467764961162,-0.039593519999999494,0.00014437187013047794
4803,"(40.73666789, -73.99734133)","(40.73736089, -73.99683994)",6 AVE,64,1,7.9111449569520005,8.716518,87.97623522383068,0.8053730430480002,0.00915443859354695
4804,"(40.73666947, -73.97845557)","(40.73539025, -73.97511055)",E  23 ST,22,0,3.601147897512,2.078729428512,316.0495975662621,-1.5224184689999998,0.004817023912459859
4805,"(40.73669105, -73.99311953)","(40.73600449, -73.99361688)",FIFTH AVE,54,1,11.524762316952001,10.920587756952,87.18400686492524,-0.6041745600000024,0.006929878331195009
4806,"(40.73669105, -73.99311953)","(40.73804523, -73.99634237)",W  15 ST,30,1,11.524762316952001,9.4280736,310.8394781997686,-2.096688716952002,0.006745245903432233
4807,"(40.73670117, -73.98388657)","(40.73611433, -73.98431265)",ALLEY,25,0,7.5227687969520005,7.8636266369520005,74.56019858609984,0.34085783999999997,0.004571579025589473
4808,"(40.73672847, -73.97426115)","(40.7367949, -73.97441743)",E  25 STREET PEDESTRIAN OPAS,0,1,2.08973928,2.08973928,15.114568415627616,0.0,0.0
4809,"(40.73672847, -73.97426115)","(40.73663454, -73.97404011)",E  25 STREET PEDESTRIAN OPAS,0,1,2.08973928,3.8314074847440005,21.37632918853045,1.7416682047440006,0.0814764868833747
4810,"(40.7367949, -73.97441743)","(40.73692452, -73.97434454)",F ROOSEVELT DR,30,1,2.08973928,2.08973928,15.684468940310222,0.0,0.0
4811,"(40.73683836, -74.00371404)","(40.73706622, -74.00213604)",BANK ST,26,0,7.733294160000001,8.221461836952,135.49699003149163,0.48816767695200003,0.003602793514738166
4812,"(40.73683836, -74.00371404)","(40.73754406, -74.00386573)",W  4 ST,22,0,7.733294160000001,6.45752328,79.59328349478496,-1.2757708800000005,0.016028624828420233
4813,"(40.73687749, -74.00553386)","(40.73754747, -74.00482959)",EIGHTH AVE,50,1,6.1235843999999995,5.732160236952,95.34806823979217,-0.39142416304799976,0.0041052133543345816
